City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,swift current,50.2834,-107.8014,32.81,100,100,10.36,CA,1707079759
357,bismarck,46.8083,-100.7837,39.04,93,100,5.75,US,1707079501
358,caiaponia,-16.9567,-51.8103,68.38,93,100,5.35,BR,1707079760
359,la plata,-34.9215,-57.9545,75.81,48,8,17.72,AR,1707079500
360,kayangel,8.0823,134.7173,81.79,79,86,18.39,PW,1707079760
361,grand-bassam,5.2118,-3.7388,84.16,83,34,7.74,CI,1707079760
362,tsiombe,-25.3,45.4833,74.79,89,100,5.19,MG,1707079761
363,ayapel,8.3137,-75.1398,91.27,54,92,3.33,CO,1707079761
364,kimbe,-5.5502,150.1429,78.98,91,94,1.9,PG,1707079761
365,christchurch,-43.5333,172.6333,77.41,53,25,4.61,NZ,1707079761
366,puerto real,36.5282,-6.1901,56.25,82,0,2.3,ES,1707079761
367,arkhangel'sk,64.5401,40.5433,17.71,86,100,15.66,RU,1707079761
368,lorengau,-2.0226,147.2712,83.1,79,98,4.14,PG,1707079762
369,toba,34.4833,136.85,44.1,67,83,3.0,JP,1707079762
370,pisco,-13.7,-76.2167,82.45,61,0,17.27,PE,1707079762
371,san antonio,29.4241,-98.4936,72.27,33,0,28.77,US,1707079762
372,merizo village,13.2658,144.6691,79.36,83,95,21.36,GU,1707079762
373,piritiba,-11.7303,-40.5553,77.7,63,100,3.56,BR,1707079763
374,cochin,9.9399,76.2602,78.78,85,92,4.21,IN,1707079763
375,kingston,17.997,-76.7936,85.21,71,75,9.22,JM,1707079763
376,montalvo,-1.8,-79.3333,84.76,79,83,1.63,EC,1707079763
377,ulladulla,-35.35,150.4667,73.76,77,100,5.73,AU,1707079763
378,nyrob,60.733,56.7202,4.48,91,97,5.53,RU,1707079764
379,cabugao,17.7931,120.4578,73.26,87,4,5.66,PH,1707079764
380,cooper's town,26.8667,-77.5167,69.12,84,100,19.33,BS,1707079764
381,fale old settlement,-9.3852,-171.2468,84.87,76,100,24.94,TK,1707079764
382,esil,51.9556,66.4042,26.24,93,100,17.58,KZ,1707079764
383,north kingstown,41.5501,-71.4662,43.81,38,0,13.8,US,1707079765
384,sulak,43.2734,47.5146,45.12,80,44,8.1,RU,1707079765
385,pacific grove,36.6177,-121.9166,60.08,86,100,8.99,US,1707079548
386,antananarivo,-18.9137,47.5361,66.16,100,75,6.91,MG,1707079765
387,salem,11.65,78.1667,68.22,84,76,4.41,IN,1707079765
388,bandar,2.05,99.75,73.13,98,97,2.19,ID,1707079766
389,kruisfontein,-34.0033,24.7314,68.88,74,34,4.0,ZA,1707079766
390,vigan,17.5747,120.3869,74.84,85,4,7.96,PH,1707079766
391,general acha,-37.377,-64.6043,91.96,12,5,18.88,AR,1707079766
392,yeniseysk,58.4497,92.1703,19.94,96,100,5.99,RU,1707079766
393,siguiri,11.6667,-9.5,83.01,15,19,3.11,GN,1707079766
394,bakhmach,51.1808,32.7569,35.83,84,100,16.26,UA,1707079767
395,saint-pierre,-21.3393,55.4781,71.28,78,0,4.61,RE,1707079767
396,toamasina,-18.1667,49.3833,77.0,94,75,4.61,MG,1707079767
397,palapye,-22.546,27.1251,80.04,38,57,2.17,BW,1707079767
398,porto novo,6.4965,2.6036,78.48,79,49,6.93,BJ,1707079767
399,grand falls-windsor,48.9332,-55.6649,32.5,94,100,8.01,CA,1707079767
400,penzance,50.1186,-5.5371,50.68,87,66,19.89,GB,1707079768
401,gadzhiyevo,69.2551,33.3362,10.63,85,100,15.86,RU,1707079768
402,nuuk,64.1835,-51.7216,12.81,67,75,12.66,GL,1707079768
403,suances,43.4334,-4.0434,52.99,100,11,0.0,ES,1707079768
404,cascais,38.6979,-9.4215,59.5,82,100,5.99,PT,1707079768
405,kabompo,-13.5927,24.2008,66.06,95,95,3.98,ZM,1707079769
406,kem',64.9555,34.5793,14.94,93,100,13.15,RU,1707079769
407,wotho,10.1657,166.0102,80.15,70,100,19.73,MH,1707079769
408,kilindoni,-7.9139,39.6668,82.94,75,100,13.24,TZ,1707079769
409,vilhena,-12.7406,-60.1458,74.61,87,76,5.5,BR,1707079769
410,jawf al maqbabah,13.8378,45.8349,65.71,86,27,2.1,YE,1707079769
411,mantyharju,61.4167,26.8833,28.51,95,100,7.31,FI,1707079770
412,nizhniy kuranakh,58.8353,125.4869,-28.5,99,90,2.37,RU,1707079770
413,carencro,30.3171,-92.049,68.95,76,40,4.61,US,1707079770
414,igrim,63.1906,64.4162,-13.79,100,90,4.68,RU,1707079770
415,askoy,60.4092,5.226,37.76,93,40,18.41,NO,1707079771
416,kuala terengganu,5.3302,103.1408,75.15,94,20,2.3,MY,1707079771
417,ierapetra,35.01,25.7353,54.14,72,9,4.0,GR,1707079771
418,arnprior,45.4334,-76.3494,35.65,87,99,3.67,CA,1707079771
419,banikoara,11.2985,2.4386,77.34,14,42,6.4,BJ,1707079771
420,east ballina,-28.8667,153.5833,77.79,68,71,7.99,AU,1707079772
421,cobija,-11.0267,-68.7692,91.58,62,40,3.44,BO,1707079772
422,rio cuarto,-33.1307,-64.3499,64.17,88,75,3.44,AR,1707079772
423,puerto deseado,-47.7503,-65.8938,82.33,32,93,27.16,AR,1707079705
424,aconibe,1.2968,10.9369,72.9,87,93,3.06,GQ,1707079772
425,altamont,42.2068,-121.7372,32.77,93,100,13.0,US,1707079772
426,aykhal,66.0,111.5,-20.58,97,83,7.11,RU,1707079773
427,hawera,-39.5917,174.2833,65.98,68,1,11.27,NZ,1707079773
428,crane,31.3974,-102.3501,62.11,14,0,27.58,US,1707079773
429,upington,-28.4478,21.2561,86.38,30,38,11.5,ZA,1707079773
430,ust-nera,64.5667,143.2,-23.44,96,97,4.14,RU,1707079773
431,taoyuan city,24.9937,121.297,66.97,83,75,3.44,TW,1707079774
432,egersund,58.4513,5.9997,41.09,76,100,25.5,NO,1707079587
433,suomussalmi,64.8869,28.9078,18.37,93,100,11.77,FI,1707079774
434,lamu,-2.2717,40.902,80.55,84,11,13.56,KE,1707079774
435,udgir,18.3833,77.1167,72.25,39,0,3.09,IN,1707079774
436,ouadda,8.0777,22.4007,71.65,26,25,5.97,CF,1707079774
437,diourbel,14.6628,-16.3925,77.94,13,20,12.64,SN,1707079775
438,sokoto,13.0609,5.239,73.94,14,36,14.65,NG,1707079775
439,orchard homes,46.8633,-114.0484,36.59,83,100,10.36,US,1707079775
440,mantua,45.1667,10.7833,47.08,95,100,3.09,IT,1707079775
441,minas de marcona,-15.2119,-75.1103,71.44,73,58,10.76,PE,1707079775
442,taixing,32.1667,120.0136,31.05,90,85,12.77,CN,1707079776
443,revda,56.801,59.9303,-1.03,100,92,3.29,RU,1707079776
444,kyakhta,50.3508,106.4494,0.34,98,100,1.28,RU,1707079776
445,mont-laurier,46.5501,-75.4993,33.42,86,99,3.56,CA,1707079629
446,touros,-5.1989,-35.4608,81.79,71,2,15.05,BR,1707079776
447,al ghayzah,16.2079,52.176,74.62,66,3,4.52,YE,1707079776
448,urucara,-2.5364,-57.76,86.63,65,96,1.43,BR,1707079777
449,waingapu,-9.6567,120.2641,79.09,85,100,8.3,ID,1707079777
450,antsiranana,-12.2787,49.2917,76.55,91,100,4.12,MG,1707079565
451,labasa,-16.4167,179.3833,82.8,73,92,4.92,FJ,1707079777
452,portland,45.5234,-122.6762,57.36,66,20,5.75,US,1707079387
453,glace bay,46.1969,-59.957,32.45,98,100,21.85,CA,1707079778
454,berdigestyakh,62.0989,126.6992,-31.85,100,92,2.28,RU,1707079778
455,ciudad lazaro cardenas,17.9583,-102.2,81.1,56,0,13.09,MX,1707079512
456,weyburn,49.6668,-103.8511,37.62,93,100,11.5,CA,1707079505
457,kissidougou,9.1848,-10.0999,79.48,20,90,1.9,GN,1707079778
458,patacamaya,-17.2333,-67.9167,62.46,29,52,11.41,BO,1707079779
459,gebeit,21.0667,36.3167,57.52,68,69,3.09,SD,1707079779
460,north bend,43.4065,-124.2243,51.17,62,20,6.91,US,1707079779
461,ngardmau,7.6099,134.5744,80.98,80,100,17.45,PW,1707079779
462,kastsyukovichy,53.3516,32.0506,32.05,99,100,10.58,BY,1707079779
463,krasnovishersk,60.4078,57.082,2.25,93,95,4.12,RU,1707079780
464,pariaman,-0.619,100.12,77.05,85,79,4.03,ID,1707079780
465,haimen,23.1935,116.6142,64.29,94,26,5.06,CN,1707079780
466,boguchany,58.3814,97.4531,12.4,97,100,3.96,RU,1707079780
467,fredonia,42.4401,-79.3317,48.07,67,0,6.91,US,1707079780
468,el calafate,-50.3408,-72.2768,67.62,45,83,17.65,AR,1707079705
469,pasni,25.2631,63.471,71.11,55,1,8.08,PK,1707079781
470,lazaro cardenas,17.9583,-102.2,81.1,56,0,13.09,MX,1707079512
471,sydney,-33.8679,151.2073,81.7,82,0,5.75,AU,1707079756
472,kostanay,53.1667,63.5833,23.29,93,100,17.9,KZ,1707079623
473,healesville,-37.65,145.5167,70.77,87,99,0.76,AU,1707079781
474,dharamsala,32.2419,76.3213,33.46,75,19,9.31,IN,1707079781
475,alice springs,-23.7,133.8833,83.75,33,37,9.22,AU,1707079697
476,thaba-tseka,-29.522,28.6084,59.59,69,89,1.72,LS,1707079782
477,papao,-17.75,-149.55,85.68,82,99,14.9,PF,1707079782
478,luwingu,-10.2621,29.9271,64.58,95,81,2.62,ZM,1707079782
479,ryl'sk,51.5655,34.6822,31.32,93,63,11.25,RU,1707079782
480,praia da vitoria,38.7333,-27.0667,63.75,94,75,12.66,PT,1707079628
481,ust-tsilma,65.441,52.1498,-3.77,93,44,5.84,RU,1707079782
482,yaren,-0.5472,166.916,84.4,76,99,15.17,NR,1707079783
483,boa vista,2.8197,-60.6733,98.58,28,40,8.05,BR,1707079783
484,obock,12.25,43.0833,69.12,82,87,6.29,DJ,1707079783
485,axim,4.8699,-2.2405,80.83,82,85,7.07,GH,1707079783
486,zychlin,52.244,19.6261,43.52,76,100,24.9,PL,1707079783
487,oudtshoorn,-33.5907,22.2014,64.76,54,0,2.86,ZA,1707079783
488,jiangyou,31.7667,104.7167,40.51,82,100,1.16,CN,1707079784
489,port isabel,26.0734,-97.2086,83.05,15,0,19.57,US,1707079784
490,finale ligure,44.1695,8.3436,58.95,81,50,4.0,IT,1707079784
491,mirny,62.5353,113.9611,-22.77,67,100,2.66,RU,1707079784
492,kristiansund,63.1115,7.732,32.05,93,75,5.75,NO,1707079784
493,la cruz,23.9167,-106.9,76.41,40,0,13.44,MX,1707079784
494,necochea,-38.5473,-58.7368,67.84,52,11,17.63,AR,1707079785
495,dickinson,29.4608,-95.0513,71.02,43,0,17.27,US,1707079512
496,qacha's nek,-30.1154,28.6894,58.78,77,79,1.05,LS,1707079785
497,silvania,-16.6589,-48.6081,65.57,92,100,4.34,BR,1707079785
498,sarakhs,36.5449,61.1577,43.95,52,24,9.93,IR,1707079785
499,kourou,5.1552,-52.6478,86.05,80,100,8.66,GF,1707079786
500,island harbour,50.724,-1.2758,51.31,92,82,10.0,GB,1707079786
501,shahpur,16.7,76.8333,74.89,55,0,7.87,IN,1707079786
502,haukipudas,65.1765,25.3523,23.14,100,100,9.91,FI,1707079786
503,ceylanpinar,36.8472,40.05,42.04,90,98,5.73,TR,1707079786
504,sittwe,20.15,92.9,64.51,57,1,8.95,MM,1707079786
505,saint-philippe,-21.3585,55.7679,71.19,73,43,7.18,RE,1707079787
506,kupang,-10.1667,123.5833,79.38,100,75,4.61,ID,1707079787
507,raikot,30.65,75.6,48.63,97,7,3.94,IN,1707079787
508,zell am see,47.3256,12.7944,40.55,83,42,5.14,AT,1707079787
509,myslakowice,50.8412,15.7789,39.9,99,100,10.42,PL,1707079787
510,lihue,21.9789,-159.3672,73.36,62,75,19.57,US,1707079578
511,serro,-18.6047,-43.3794,70.7,90,100,2.91,BR,1707079788
512,paidha,2.4167,30.9855,70.9,50,99,3.85,UG,1707079788
513,guaruja,-23.9931,-46.2564,75.88,26,75,6.91,BR,1707079788
514,bazarak,35.3129,69.5152,14.95,68,4,9.37,AF,1707079788
515,simanggang,1.2472,111.4528,77.02,94,100,0.0,MY,1707079788
516,basco,20.4487,121.9702,77.67,90,56,12.73,PH,1707079788
517,kunshan,31.3776,120.9543,35.49,85,100,13.13,CN,1707079788
518,woolgoolga,-30.1106,153.2007,78.67,83,78,10.25,AU,1707079789
519,puerto aysen,-45.4,-72.7,71.56,56,6,5.88,CL,1707079789
520,contamana,-7.3333,-75.0167,90.18,53,100,2.71,PE,1707079789
521,brookings,44.3114,-96.7984,38.17,93,100,6.91,US,1707079513
522,kudahuvadhoo,2.6708,72.8944,82.08,77,58,17.09,MV,1707079789
523,batroun,34.2553,35.6581,53.62,71,80,15.86,LB,1707079789
524,san blas,21.5167,-105.2667,87.69,38,0,11.72,MX,1707079650
525,fort mcmurray,56.7268,-111.381,15.39,79,0,4.61,CA,1707079540
526,sarkhej,22.9833,72.5,71.73,73,20,0.0,IN,1707079790
527,hauterive,46.0901,3.4459,38.98,91,50,1.5,FR,1707079790
528,chiredzi,-21.05,31.6667,72.59,70,1,4.59,ZW,1707079790
529,ciudad bolivar,8.1222,-63.5497,100.87,24,82,6.08,VE,1707079790
530,carauari,-4.8828,-66.8958,75.43,95,100,2.64,BR,1707079790
531,jinchang,38.4953,102.1739,18.18,62,0,4.14,CN,1707079791
532,vallenar,-28.5708,-70.7581,73.6,41,79,9.08,CL,1707079791
533,cuenca,-2.8833,-78.9833,68.13,60,75,5.75,EC,1707079791
534,al jahra',29.3375,47.6581,58.62,42,15,2.19,KW,1707079791
535,vanino,49.0869,140.2543,-2.07,91,10,5.39,RU,1707079791
536,medicine hat,50.0501,-110.6683,28.22,91,100,8.05,CA,1707079561
537,kongolo,-5.3833,27.0,72.3,87,100,0.58,CD,1707079791
538,imbituba,-28.24,-48.6703,80.85,76,12,5.79,BR,1707079792
539,yvetot,49.6174,0.7581,50.77,91,83,14.94,FR,1707079792
540,tarrafal,15.2833,-23.7667,75.99,70,0,10.25,CV,1707079792
541,quetigny,47.3167,5.1167,42.46,91,17,2.98,FR,1707079792
542,quellon,-43.1167,-73.6167,66.54,49,0,4.9,CL,1707079792
543,ibotirama,-12.1853,-43.2206,83.37,53,45,4.41,BR,1707079792
544,saint-joseph,-21.3667,55.6167,70.18,73,18,7.85,RE,1707079793
545,fort scott,37.8398,-94.7083,43.38,88,100,13.15,US,1707079681
546,vila franca do campo,37.7167,-25.4333,64.89,99,12,7.4,PT,1707079793
547,puerto armuelles,8.2833,-82.8667,87.78,68,70,5.01,PA,1707079793
548,hastings,50.8552,0.5729,51.98,46,93,23.53,GB,1707079793
549,cill airne,52.05,-9.5167,50.92,87,99,9.71,IE,1707079793
550,murghob,38.1702,73.9667,-6.21,82,7,5.91,TJ,1707079793
551,gobabis,-22.45,18.9667,79.09,39,100,7.2,NA,1707079794
552,uliastay,47.7417,96.8444,-11.43,85,9,6.46,MN,1707079794
553,keetmanshoop,-26.5833,18.1333,86.92,26,71,12.66,NA,1707079794
554,robertsport,6.7533,-11.3686,81.16,86,93,10.45,LR,1707079794
555,"laikit, laikit ii (dimembe)",1.4792,124.9735,68.85,100,20,1.14,ID,1707079794
556,arar,30.9753,41.0381,51.82,50,0,6.91,SA,1707079794
557,chibougamau,49.9168,-74.3659,22.62,74,0,2.3,CA,1707079795
558,novodvinsk,64.4165,40.8122,17.35,93,100,9.28,RU,1707079795
559,goz beida,13.95,20.55,72.03,18,81,9.48,TD,1707079795
560,ribadesella,43.4614,-5.0596,50.95,85,8,3.02,ES,1707079795
561,tual,-5.6667,132.75,83.97,76,100,12.46,ID,1707079795
562,saquarema,-22.92,-42.5103,82.44,88,100,10.94,BR,1707079795
563,severo-yeniseyskiy,60.3725,93.0408,-0.27,98,100,3.94,RU,1707079796
564,miles city,46.4083,-105.8406,43.77,75,100,5.75,US,1707079796
565,la libertad,-2.2333,-80.9,87.46,66,75,13.8,EC,1707079796
